,Unnamed: 0,Label,Unnamed: 0.1,cosine,req1,req1Id,req1Priority,req1Product,req1Release,req1Severity,req1Type,req1Ver,req2,req2Id,req2Priority,req2Product,req2Release,req2Severity,req2Type,req2Ver
695,12883,0,,0.1259881576697424,lazy browser tab add `tabbrowsercreated` event,1285789,P2,Firefox,Firefox 50,normal,enhancement,unspecified,synced tab bookmark and history entry don have favicon until user re visit that page again,428378,P3,Firefox,---,normal,enhancement,unspecified
3845,4872,0,,0.0,location bar should speculatively connect to current search engine,1355443,P1,Firefox,Firefox 56,normal,enhancement,unspecified,add infrastructure to move activity stream into it own content process,1469072,P2,Firefox,Firefox 63,normal,enhancement,unspecified
839,12279,0,,0.0,select appropriate unencumbered unofficial brand name,682415,--,Firefox,---,normal,enhancement,Trunk,default to never allow for notification permission prompt denial,1570674,P1,Firefox,Firefox 70,normal,enhancement,unspecified
290,635,1,635.0,0.20412414523193154,onboarding / first run,1457565,P3,Firefox,---,normal,enhancement,unspecified,document exact targeting/frequency parameter for onboarding experiment,1456141,P2,Firefox,Firefox 62,normal,enhancement,unspecified
4434,,0,,,create rich select custom element,1422164,,Firefox,,,,,implement paymentrequest payment card selector with security code input,1429195,,Firefox,,,,
2864,773,1,773.0,0.7745966692414834,private browsing with search,1501747,--,Firefox,---,normal,enhancement,63 Branch,new ui for private browsing with search,1508364,P1,Firefox,Firefox 66,normal,enhancement,57 Branch
2783,32,1,32.0,0.0,use straight nsichannel instead of nsiincrementaldownload for gmpinstallmanager,1037767,--,Firefox,---,normal,enhancement,unspecified,firefox desktop update check download install,1009816,--,Firefox,Firefox 33,normal,enhancement,unspecified
4894,,0,,,activity stream layout pref and layout data for rapid experimentation,1514337,,Firefox,,,,,hello world pocket new tab test experiment,1514913,,Firefox,,,,
4667,776,1,776.0,0.2581988897471611,private browsing with search,1501747,--,Firefox,---,normal,enhancement,63 Branch,create telemetry ping for search hand off,1514732,P1,Firefox,Firefox 66,normal,enhancement,unspecified
1296,3419,0,,0.0,expose search count information in uitour getconfiguration for snippet on about home,1357439,P3,Firefox,---,normal,enhancement,unspecified,make sure pocket card are optimized for screen reader,1554293,P1,Firefox,Firefox 69,normal,enhancement,unspecified
649,9297,0,,0.0,google analytics for tour overlay funnelcake,1354709,--,Firefox,---,normal,enhancement,54 Branch,migrate existing live bookmark in order to keep user data,1477672,P1,Firefox,Firefox 64,normal,enhancement,Trunk
4566,8663,0,,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,tracking move pdf j into web extension ship a system add on,1271476,--,Firefox,---,normal,enhancement,unspecified
87,577,1,577.0,0.2581988897471611,create tab modal payment request widget,1433047,P3,Firefox,---,normal,enhancement,Trunk,if payment request dialog is too tall vertically scroll inner content of summary view,1435111,--,Firefox,---,normal,enhancement,Trunk
2616,1954,0,,0.16666666666666666,new action show appmenu,1478569,P1,Firefox,Firefox 63,normal,enhancement,unspecified,show link to account/device management next to lockwise syncing to device label,1573593,P1,Firefox,Firefox 70,normal,enhancement,unspecified
4166,2444,1,2444.0,0.38138503569823695,context menu in pocket new tab handle edge case when there are no story to show,1529983,P1,Firefox,Firefox 68,normal,enhancement,unspecified,context menu redesigned new tab page should display context menu button for all discovery stream layout,1527642,P1,Firefox,Firefox 67,normal,enhancement,Trunk
1209,1844,0,,0.0,ui for logging out of site using http authentication/phishing attack preventer,300002,--,Firefox,---,normal,enhancement,Trunk,cannot submit form and get result in new tab or window,352088,--,Firefox,---,normal,enhancement,unspecified
3908,6529,0,,0.0,land string for fxa message,1543125,P1,Firefox,---,normal,enhancement,unspecified,implement persistence for isenabled/iscollapsed for section that work with webextension section,1430859,P1,Firefox,Firefox 62,normal,enhancement,unspecified
184,,0,,,private window don respect user setting for displaying search field,1523117,,Firefox,,,,,new ui for private browsing with search,1508364,,Firefox,,,,
3907,213,1,213.0,0.1507556722888818,update hamburger panel for photon,1352695,--,Firefox,---,normal,enhancement,53 Branch,add show library extension preference and customize toolbar button to static hamburger menu,1354113,P1,Firefox,Firefox 55,normal,enhancement,Trunk
1052,2152,1,2152.0,0.20412414523193154,create list section component for activity stream experiment functionality,1514020,P2,Firefox,---,normal,enhancement,unspecified,implement borderless d list,1519871,P1,Firefox,Firefox 66,normal,enhancement,unspecified
1869,1249,1,1249.0,0.43301270189221935,add router snippet router impression and bug fix to activity stream,1459296,--,Firefox,Firefox 61,normal,enhancement,unspecified,add support for remote snippet provider in a router,1456136,P1,Firefox,Firefox 61,normal,enhancement,unspecified
2699,1069,0,,0.0,synced tab bookmark and history entry don have favicon until user re visit that page again,428378,P3,Firefox,---,normal,enhancement,unspecified,don show panel if there are no message,1566460,P1,Firefox,Firefox 70,normal,enhancement,unspecified
2099,11837,0,,0.0,emergency off plan for about welcome experience based on site attribution in this case return to amo,1513317,P1,Firefox,---,normal,enhancement,unspecified,drag space in tabstrip make it hard to move item before tab in customize mode,1403199,P4,Firefox,---,normal,enhancement,57 Branch
555,1915,1,1915.0,0.2,identify which old autocomplete test should be ported,1529927,P3,Firefox,---,normal,enhancement,unspecified,test that down/up from autofill entry autofills again,1533039,P3,Firefox,Firefox 68,normal,enhancement,unspecified
234,2413,0,,0.0,indicating when link destination will be opened in new window,299210,--,Firefox,---,normal,enhancement,unspecified,add infoitem web component,1555135,P1,Firefox,Firefox 69,normal,enhancement,unspecified
2403,,0,,,drag browser/base/content/test/general/browser perwindowpb j into world and make it not accidentally hit about blank,1492179,,Firefox,,,,,don create about blank for initial browser,1362774,,Firefox,,,,
1155,,0,,,mark different session in session group by distinct color,1524955,,Firefox,,,,,allow firefox/session manager to manage multiple session at same time,1528598,,Firefox,,,,
4874,2209,1,2209.0,0.0,photon structure qa tracking bug,1387512,P5,Firefox,---,normal,enhancement,57 Branch,add bookmark item to page action menu,1363183,P1,Firefox,Firefox 55,normal,enhancement,unspecified
929,986,1,986.0,0.6761234037828132,tracking new certificate error page design and copy,1463693,P3,Firefox,---,normal,enhancement,unspecified,change copy of certificate error page,1463759,P3,Firefox,Firefox 63,normal,enhancement,unspecified
3885,96,1,96.0,0.6,photon improvement to first run experience,1349422,--,Firefox,---,normal,enhancement,unspecified,add telemetry for first run experience,1351941,--,Firefox,---,normal,enhancement,unspecified
3187,,0,,,fetch and load d feed data from intersection or idle event,1550102,,Firefox,,,,,create placeholder card for feed while they load,1550107,,Firefox,,,,
4216,2533,1,2533.0,0.3086066999241838,add save address to firefox toggle to add address page,1427960,P1,Firefox,Firefox 62,normal,enhancement,Trunk,basic payment request shipping address add/edit page,1446203,P1,Firefox,Firefox 61,normal,enhancement,Trunk
2548,784,0,,0.0,card grid and list bottom align source text,1522993,P1,Firefox,Firefox 66,normal,enhancement,unspecified,investigate icon that load during startup but aren displayed,1363059,P1,Firefox,Firefox 56,normal,enhancement,unspecified
1713,217,1,217.0,0.22360679774997896,update hamburger panel for photon,1352695,--,Firefox,---,normal,enhancement,53 Branch,add more button to static hamburger menu,1354127,P1,Firefox,Firefox 55,normal,enhancement,Trunk
2980,340,1,340.0,0.0,implement new automigration ui,1361283,P5,Firefox,---,normal,enhancement,unspecified,do button animation after user select to `keep` import data,1361293,P5,Firefox,---,normal,enhancement,unspecified
349,950,1,950.0,0.3779644730092272,allow multiselect operation on tab,1458007,--,Firefox,---,normal,enhancement,Trunk,in multiselect context close other tab should close all except multi selected tab,1472910,P3,Firefox,Firefox 63,normal,enhancement,Trunk
1646,,0,,,organize site data persistent storage better in page info,1348223,,Firefox,,,,,storage site data and cooky management,1421690,,Firefox,,,,
3702,5283,0,,0.0,desktop attribution on mac osx,1344771,P1,Firefox,Firefox 63,normal,enhancement,unspecified,accessibility quantumbar result popup ha no accessibility semantics,1524561,P1,Firefox,Firefox 67,normal,enhancement,Trunk
4802,2035,1,2035.0,0.5303300858899106,convert content sessionstore to force tabstate flush before tab is closed,1549973,P2,Firefox,Firefox 69,normal,enhancement,unspecified,convert content sessionstore to stage i,1474130,P2,Firefox,Firefox 68,normal,enhancement,57 Branch
3604,12605,0,,0.0,require user interaction for push notification permission prompt in nightly,1540088,P1,Firefox,Firefox 68,normal,enhancement,unspecified,add ui for max concurrent and possibly make it default,680605,--,Firefox,---,normal,enhancement,unspecified
2241,1093,1,1093.0,0.31622776601683794,uplift top search feature to firefox,1482398,P1,Firefox,Firefox 62,normal,enhancement,unspecified,implement blocking system for special search shortcut top site,1480888,P1,Firefox,Firefox 63,normal,enhancement,57 Branch
1918,,0,,,hello world pocket new tab test experiment,1514913,,Firefox,,,,,pocket new tab mvp,1512725,,Firefox,,,,
104,1384,1,1384.0,0.0,reduce useless about blank document creation,1493606,P3,Firefox,---,normal,enhancement,Trunk,browser auto close window j should actually wait for window to open before cancelling request,1503050,P3,Firefox,Firefox 65,normal,enhancement,Trunk
3614,,0,,,add automated test for top story context menu remove bookmark,1410391,,Firefox,,,,,add automated test for activity stream functionality,1410333,,Firefox,,,,
417,1467,1,1467.0,0.0,webcontentconverter j is loaded too early during startup,1369443,P2,Firefox,Firefox 63,normal,enhancement,unspecified,actually remove registercontenthandler implementation,1477670,P1,Firefox,Firefox 63,normal,enhancement,Trunk
1120,3069,0,,0.0,concern around pref structure for discovery stream launch,1573930,P1,Firefox,Firefox 70,normal,enhancement,unspecified,write reflow test for photon menu and it subview transition,1369491,P1,Firefox,Firefox 55,normal,enhancement,unspecified
3351,9225,0,,0.1543033499620919,link to isitdownrightnow com from connection error page,1532322,--,Firefox,---,normal,enhancement,65 Branch,make link modifier work consistently throughout firefox,246719,--,Firefox,Firefox1.0beta,normal,enhancement,unspecified
960,1586,1,1586.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,go over security checklist for layout endpoint,1520225,P2,Firefox,---,normal,enhancement,unspecified
1957,,0,,,refactor session/account status handling,1574051,,Firefox,,,,,improve public fxa api,1565960,,Firefox,,,,
110,844,0,,0.0,fix screenshot request for default topsites,1437543,P3,Firefox,---,normal,enhancement,unspecified,combine searchbar cs platform specific file into one shared file,1421497,--,Firefox,Firefox 59,normal,enhancement,unspecified
3904,1517,1,1517.0,0.31622776601683794,new ui for private browsing with search,1508364,P1,Firefox,Firefox 66,normal,enhancement,57 Branch,private window don respect user setting for displaying search field,1523117,--,Firefox,---,normal,enhancement,Trunk
554,1455,1,1455.0,0.0,provide way to filter provider based on requirement,1498179,P1,Firefox,Firefox 66,normal,enhancement,unspecified,remove support for browser urlbar autocomplete enabled,1502392,P2,Firefox,Firefox 65,normal,enhancement,unspecified
2342,,0,,,investigate impact of blocking cooky from third party resource on tracking protection list,1461822,,Firefox,,,,,restrict access of third party tracker to their cookie jar,1473978,,Firefox,,,,
272,11862,0,,0.0,add api call for cfr addon recommendation,1485423,P1,Firefox,---,normal,enhancement,unspecified,migrate j of preference subdialogs to fluent,1457021,P3,Firefox,Firefox 62,normal,enhancement,unspecified
1697,8664,0,,0.0,activity stream layout configuration for rapid experiment creation,1513253,P2,Firefox,Firefox 66,normal,enhancement,unspecified,firefox sync doesn save font preference,1528880,P3,Firefox,---,normal,enhancement,Trunk
4459,3494,0,,0.0,hold back rollout test for extended triplet in firefox,1571817,P1,Firefox,Firefox 70,normal,enhancement,unspecified,three finger swipe on trackpad for history and tab navigation,423849,--,Firefox,---,normal,enhancement,unspecified
1519,1902,1,1902.0,0.5163977794943222,hidden window clean up,1527219,--,Firefox,---,normal,enhancement,Trunk,remove support for hidden private window,1528115,--,Firefox,---,normal,enhancement,unspecified
