,id1,Description1,id2,Description2,Type of dependency,label
2046,4240,think could helpful featur,2336,hellornrnredmine beautiful contai,duplicates,0
2047,5458,good feature add time field,11044,would nice time datetime,relates,2
2048,1919,currently access field controlle,3521,would nice possibly,duplicates,0
2049,12413,current email headerfooter notification,8147,adjustable header footer mad,duplicates,0
2050,9542,hirnrni use redmine project manageme,8660,teste na ferramenta redmine,independent,1
2051,10763,restapiwiki offering parent,6118,doesnt seem option use par,duplicates,0
2052,13527,similar nickname would offer way,11724,feature caused major problem,relates,2
2053,458,ie there empty option assigned,4799,issue custom field parentchild rni n,independent,1
2054,13513,hi therernrnmaybe could good id,2675,love watchfeature use tim,relates,2
2055,550,hirnrnexporting wiki page html ou pdf f,13051,issue container link refere,relates,2
2056,19824,hi guysrnrnive searched issue repo f,5195,edit issue del,duplicates,0
2057,7714,new issue meaning like add news n,6204,suggest delete bookmark new issue fro,duplicates,0
2058,8858,including clause watched user,32433,option administration,independent,1
2059,21290,hellorncould useful watch functio,8046,using soon would lik,duplicates,0
2060,1991,page id like unassigned op,1710,would helpful change query ha,duplicates,0
2061,3071,problemrnrnwe want position redmine,13018,field check requirement,independent,1
2062,2231,im running redmine using jruby sun applica,1236,default attachment file fo,duplicates,0
2063,7360,would nice able create defaul,3967,would great would possibilit,relates,2
2064,3208,looking phpbb mod,3956,looking phpbb mod,duplicates,0
2065,1144,today able define global time,4015,allow application setting eg theme,relates,2
2066,605,feature asked previously,525,hi jeanphilippe everyonernrnthe idea,duplicates,0
2067,1233,would like get preference set homepa,4349,would nice starting page,relates,2
2068,21234,small project current notification sy,5713,new idearnrncustomizable notific,relates,2
2069,34485,hello everyonernrni started usi,8267,line item creatives,independent,1
2070,33002,file news notification,16006,send notification called message cre,relates,2
2071,32085,currently field displayed texta,19903,would possible get textbox change,relates,2
2072,9065,need add image need cli,8579,would nice upload multiple file via,duplicates,0
2073,6530,sure feature patch,630,currently project name im referring,duplicates,0
2074,17535,two custom field risk probability,8177,project need unique counter f,duplicates,0
2075,31826,addition default assignee category,5577,wed like ability add certain people,relates,2
2076,15925,context helpdesk pluggin may rec,12043,think nice feature add feature,relates,2
2077,2214,possible automatically imm,1833,let expose lack feature redmine reg,relates,2
2078,33172,number issued old r,6664,move issue different project ch,independent,1
2079,6062,rnin discussion one user ot,25140,currently api accepts two way au,independent,1
2080,1840,company project many subprojects li,594,would like see enhancement bet,duplicates,0
2081,20520,hellornrnthat would great f,1474,patch add column show last,duplicates,0
2082,1331,would great able log time using,1088,would really nice ability,duplicates,0
2083,5552,would handy able create custom f,2096,want add custom field named,duplicates,0
2084,27368,patch implement preview comment,27758,im working patch add preview f,relates,2
2085,26842,criar bat para rodar dump serviço win,3258,add ability link custom query,independent,1
2086,12097,plan making redmine thread,14534,hirnrni want run redmine rail,relates,2
2087,18564,introductionrnrni didnt find fea,9184,would helpful able edit,duplicates,0
2088,34302,current format email notification lack,26105,strongly believe reevaluating redm,independent,1
2089,3706,already possible fetch incoming email,5573,would nice user could assign i,relates,2
2090,2865,would nice one click fi,992,think two improvement help lotrn,relates,2
2091,3224,project manager going project l,5920,recently started using redmine many pro,relates,2
2092,30250,want feature add html pagesapplica,5759,could nice move project function,independent,1
2093,32086,multiple project need gen,1776,perhaps big issue go,independent,1
2094,8331,possible different notification,8241,notification function redmine,duplicates,0
2095,16371,custom fieldsi suggust attribut,5009,could usefull check button,relates,2
2096,3346,may sometimes useful able refer,7409,allow redmine link reference document,duplicates,0
2097,17740,would convenient able add,3143,issue update operation,relates,2
2098,4258,redmine mysql th,3061,hirnplease modify regex match wi,independent,1
2099,1295,like see wiki page check acti,1605,wwwredmineorg go activity,relates,2
2100,6526,sometimes issue could includes,6175,similar version need repository option,independent,1
2101,6293,regard seen page,4644,using new feature redmine ow,independent,1
2102,4128,option automatically copy main proje,302,right doesnt seem particu,relates,2
2103,32414,show user security passw,28639,bonjourrnrnest ce quelquun pour maider,independent,1
2104,14317,hey teamrnrnokay would like abi,4812,currently appears way create,independent,1
2105,5561,scenariornrn user assign,2716,simple dependency instead creating,duplicates,0
2106,20497,discussed currently html,15520,well world moving towards markd,relates,2
2107,1112,script standalone script meant,551,excited redmine completely,relates,2
2108,516,creating spenttimebased report pro,3698,add html link report like also available,independent,1
2109,24568,possible select locked user,29042,issue extracted,relates,2
2110,25578,think great way im,28234,prefacernrnthe import controller,duplicates,0
2111,482,would nice setting item select,2709,way default value new tic,relates,2
2112,24015,currently estimated hour completely hi,5189,de property hotel hostel apa,independent,1
2113,22177,need customize lookfeel notification,11014,intrornrnthe idea add new pro,independent,1
2114,13834,hirnrni looking datetime field,5458,good feature add time field,relates,2
2115,9736,creating custom tracker,8050,problem bigger workflow som,relates,2
2116,8320,please add new item none user list,5115,id love able filter issue list,duplicates,0
2117,11245,would interesting possible as,5973,would convenient see individual,duplicates,0
2118,8177,project need unique counter f,1712,company want score issue issue le,relates,2
2119,335,made rough patch thisrn,13245,would really nice addition could,independent,1
2120,33325,possible patch add,1996,would nice time tracking rep,relates,2
2121,12789,hi therernrnim trying give idea,13157,page link spent ti,relates,2
2122,25035,would useful set current,20382,would great within default value,relates,2
2123,8362,redmine project permit user vi,380,project similar connected thus,independent,1
2124,6675,two question rnrnhow change mai,16207,export custom issue query,independent,1
2125,17842,hellornrnis solution pr,31336,would nice configuration optio,independent,1
2126,11036,could redmine support configuration paramete,30368,prernalter table user add password va,independent,1
2127,449,would convinient productive,27412,access key supported redmine ar,relates,2
2128,849,im sure defect feature,1543,permission option granti,duplicates,0
2129,7157,preview edited text alway scrol,27758,im working patch add preview f,duplicates,0
2130,278,hirnrncan add option add wik,19934,please kindly provide feature hide log time,independent,1
2131,27876,bot found activity project number tr,28950,hi already install redmine,independent,1
2132,13443,currently issue author filter limited,33445,using redmine helpdesk enviro,independent,1
2133,7956,root project defined version,2666,main project see activity al,relates,2
2134,25651,hi allrnrni got another request need,8127,would great possibility cre,independent,1
2135,9176,noticed news module doesnt allow u,1972,creating news item would really,duplicates,0
2136,8241,notification function redmine,23565,need project level notification,relates,2
2137,6922,hirnrnwhen exporting issue pdf,69,exporting issue textile symbol,duplicates,0
2138,2183,issue noted redmine instal,2374,fantastic able create feat,independent,1
2139,18682,useful abble restri,10007,think good feature recive redmine emai,independent,1
