Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
657.0,239.0,14501.0,applying inline style doesnt,67766.0,press feature would great,independent,0.0,
2441.0,57.0,89457.0,several use case necess,85127.0,sometimes may problem external,relates,1.0,
2097.0,70.0,88844.0,observed cm loc,88845.0,observed cm loc,relates,1.0,
515.0,7503.0,17051.0,wou nice get corerncopycutpaste,24076.0,project introduced develop,independent,0.0,
557.0,1291.0,19329.0,forgot password template cha,17055.0,extsr feuser register others add new fiel,relates,1.0,
989.0,1033.0,27194.0,hide option create new mysql database,27241.0,every mysql user access databas,relates,1.0,
1202.0,3349.0,11023.0,could please add alternating color hover,90131.0,filelist module default lastmo,independent,0.0,
1058.0,3080.0,26284.0,idearninclude formalizeme making form,6143.0,memcacheapc backends check expiryt,independent,0.0,
1062.0,1464.0,16786.0,plugins enabled let,18238.0,plugins enabled let,relates,1.0,
2369.0,279.0,11292.0,problemrnsince php filter v,72869.0,validators touched since age,relates,1.0,
1161.0,8545.0,10954.0,user logged wiki woul,33781.0,usage ajax dispatcher,independent,0.0,
2552.0,3333.0,30639.0,currently text exists german,29018.0,languagekey indexnl typearrayr,independent,0.0,
704.0,4383.0,22714.0,dialogue text color inp,15527.0,constant define maximum len,independent,0.0,
491.0,939.0,79196.0,maybe necessary reload toolbar menu,108.0,want automize test,independent,0.0,
2061.0,197.0,82356.0,check possible upload multiple fil,80129.0,allow editor set multiple attribu,relates,1.0,
2474.0,1059.0,25338.0,bug entry serf umbrella sched,25342.0,easy trash within fileadminr,relates,1.0,
1655.0,1325.0,43582.0,would nice environment switch,5741.0,idea add register usage pag,independent,0.0,
1284.0,918.0,33394.0,boolean viewhelper attribute like fi,33215.0,sometimes necessary include dynamic,relates,1.0,
987.0,1643.0,77842.0,sure im right category ther,7459.0,creating new content element result,relates,1.0,
2022.0,1439.0,22439.0,nested getparams already allowed typo,17238.0,lately introduced possibily te,relates,1.0,
348.0,1111.0,18758.0,paste function used rte give editor,23797.0,attached patch add optional paste p,relates,1.0,
1872.0,8580.0,25924.0,adding requested url log message fo,56339.0,link car two color like red,independent,0.0,
2129.0,94.0,87091.0,currently installtool english,17274.0,moved one standard langua,relates,1.0,
712.0,5885.0,48245.0,hellornrnwhile developping website u,502.0,simple internal server error misl,independent,0.0,
2309.0,7509.0,9198.0,em search extensio,73718.0,currently deactivated simpl,independent,0.0,
1051.0,6477.0,25692.0,longdescurl image tab behave like,17080.0,autoincrement field dont work properly ad,independent,0.0,
924.0,1121.0,22616.0,install tool enable file del,64902.0,hey guysrnrnfirst al,independent,0.0,
1995.0,4365.0,88985.0,page multiple record differe,47696.0,pdflatex available server wou,independent,0.0,
1462.0,6981.0,721.0,check category change really remove,15421.0,mainitems styled wayrnone table c,independent,0.0,
2373.0,5814.0,9071.0,there room improve email send,72196.0,attribute datarsaencryption must added,independent,0.0,
765.0,8341.0,8468.0,fdebug viewhelper dump,84851.0,would useful record related,independent,0.0,
53.0,4859.0,75566.0,tcafield default datatype,18780.0,propose exchange tablerendering,independent,0.0,
2600.0,388.0,26139.0,using clipboard normal,65069.0,list view easily select multipl,relates,1.0,
2551.0,863.0,61351.0,backport change already merged flowflu,35748.0,element number,relates,1.0,
606.0,575.0,51933.0,usability viewpage module imp,51148.0,bring responsive adaption viewpage preview,relates,1.0,
1628.0,1955.0,45128.0,sent recommendation would,17007.0,requires php gd info,independent,0.0,
350.0,4632.0,75.0,framework mvc uri represents uri,14130.0,would remove value loginscr,independent,0.0,
472.0,2451.0,39574.0,special page type get con,23752.0,right want notify adminsedit,independent,0.0,
667.0,1484.0,16400.0,dont see possibility add existing reco,18968.0,currently possible create compl,relates,1.0,
128.0,1470.0,16365.0,versioning part core ui,16626.0,would nice hide workspace menue,relates,1.0,
1421.0,8079.0,7003.0,additional textfield enter foldercate,10188.0,use static info table therefore,independent,0.0,
2386.0,769.0,39729.0,basically related extbase f,39730.0,case backend module rely,relates,1.0,
2055.0,7821.0,49060.0,mysql column comment ext tablessql ad,11640.0,currently one language supported,independent,0.0,
47.0,2167.0,6872.0,like seen tt news others inclu,66948.0,right preview link lifetime w,independent,0.0,
1606.0,562.0,45877.0,afaik currently something like,52640.0,sometimes ifviewhelper syntax quite ver,relates,1.0,
1912.0,387.0,65099.0,got problemrnsessionhandling,14986.0,installtool check session sup,relates,1.0,
422.0,7031.0,7054.0,algorithm generating salted hash,70104.0,would tremendously helpful queryg,independent,0.0,
923.0,3397.0,15738.0,configuring logfile name requires,35990.0,would help save lot time develo,independent,0.0,
715.0,484.0,19163.0,imagine following situation ty,4052.0,cannot edit fe group subgroup field,independent,0.0,
716.0,1090.0,24023.0,workspace got sysext stuff,24022.0,last year newly formed workspace,relates,1.0,
1269.0,541.0,54030.0,typoscript option subjectfieldwrap would,68771.0,would nice make something like,relates,1.0,
1766.0,330.0,68313.0,order able load pagetsconfig fil,68315.0,like inclusion typoscript static,relates,1.0,
87.0,618.0,49972.0,hey guysrnrni check many issue,23085.0,save view button backend onl,relates,1.0,
1845.0,4094.0,9507.0,add foreign foreign tablesys la,19194.0,objective simplify main script,independent,0.0,
1670.0,7979.0,10078.0,english locallangfiles shipped,27215.0,forge set issue,independent,0.0,
1659.0,1343.0,18525.0,following condition metrnr,18521.0,using class styleattribute instead,relates,1.0,
2149.0,814.0,37800.0,would like see hook added checking,80793.0,admins able define password pol,relates,1.0,
1268.0,3920.0,19455.0,use extension gzip installed compress,15876.0,db resource usage could reduced pi u,independent,0.0,
2002.0,1294.0,19256.0,use javascript event handler onkeypress c,80791.0,entry password data password fi,relates,1.0,
1154.0,1636.0,6724.0,hirnrnfirst sorry bad english,7723.0,localedependent message text stor,relates,1.0,
598.0,1311.0,19192.0,requirement idea autoloading typo,19180.0,problemrncaching way speed rende,relates,1.0,
726.0,3065.0,15173.0,add new configoption conf varsbe,6099.0,atm configure pid linktex,independent,0.0,
940.0,538.0,15112.0,idea improving relation partr,54075.0,would nice could change delimit,relates,1.0,
2185.0,80.0,87836.0,possible link language,22113.0,sometimes necessary link explici,relates,1.0,
577.0,4336.0,44810.0,would nice baseurl,35931.0,add termsurl t constant setup propertyr,independent,0.0,
1036.0,6084.0,83316.0,allow php constraint devmaster oder,13836.0,javascript used module shoul,independent,0.0,
2505.0,520.0,48644.0,iam talking,56133.0,actually use dam,relates,1.0,
90.0,907.0,33487.0,could considered discussion,42176.0,currently resolution view class,relates,1.0,
91.0,902.0,33587.0,currently delete unused resource,33469.0,currently resource need database becau,relates,1.0,
1136.0,665.0,46138.0,currently page type shortcut l,17037.0,issue already well known already,relates,1.0,
2324.0,546.0,77572.0,similar search extrecordlist se,53666.0,defined w,relates,1.0,
1621.0,700.0,35861.0,found would useful custom,88521.0,setting configure installation,independent,0.0,
1464.0,2670.0,20986.0,ajax call fails error reported,78332.0,sendnotifyemail us defaultmailfromaddress,independent,0.0,
5.0,55.0,87897.0,meaning would like add another link cate,5162.0,moment already interface,independent,0.0,
872.0,180.0,80793.0,admins able define password pol,51479.0,show somehow user password treatend,relates,1.0,
318.0,602.0,50739.0,paved way welcome,50733.0,online service,relates,1.0,
743.0,368.0,66464.0,listing file file selection popup,23631.0,hi teamrnrnno pagination available htt,relates,1.0,
145.0,1407.0,17638.0,perhaps start example,17630.0,us gr list indicates g,relates,1.0,
1187.0,7972.0,1294.0,would nice possibility cr,87897.0,meaning would like add another link cate,independent,0.0,
2334.0,89.0,87152.0,finisher summary wich,87151.0,rte message confirmation fin,relates,1.0,
150.0,1703.0,64023.0,right tsfe initialized,15076.0,dropdownmenue visible editin,independent,0.0,
2472.0,896.0,33717.0,hello dear docu teamrnplease add documentat,29698.0,noticed loginerror hook,relates,1.0,
242.0,5577.0,34223.0,organiser installer set configlocale al,66262.0,hirnrni issue share button,independent,0.0,
499.0,7191.0,63063.0,currently error thrown migh,4054.0,hardcoded solution considers se,independent,0.0,
1267.0,8568.0,2602.0,save even typing developing co,39109.0,hi rnrnbasically table wizard g,independent,0.0,
2213.0,4831.0,14653.0,think would good thing add onblur,3050.0,captchaphp display error php option,independent,0.0,
1488.0,763.0,39939.0,alternative regularly executing sche,34227.0,alternative executing scheduler via,relates,1.0,
1506.0,7850.0,504.0,show nodesfolderscomponents match,47435.0,hirni developer wt spamshield,independent,0.0,
412.0,6289.0,87737.0,right noch extensionutilitycheckextensionnam,49446.0,hate scrolling bottom whole frame,independent,0.0,
1294.0,3377.0,12349.0,currently header result list th,5784.0,feature could add new plugin allow,independent,0.0,
820.0,970.0,29547.0,property indentify annotation c,30933.0,define uniqueconstraints model,relates,1.0,
308.0,7814.0,7249.0,user unregisters event op,64566.0,hello therernrni recently experienced,independent,0.0,
2410.0,5936.0,84807.0,idea feature reduce comp,2777.0,include feature backend module trunc,independent,0.0,
2599.0,644.0,37919.0,videojs included since contr,48223.0,core currently ship compati,relates,1.0,
1720.0,1308.0,19185.0,current marker templating system collected,19188.0,add api methodrnrntemplateaddrecords,relates,1.0,
1411.0,3715.0,91691.0,would nice get feedback test co,28052.0,moment possibility enabl,independent,0.0,
901.0,49.0,89556.0,integration done stable backp,89526.0,let people experience new translation,relates,1.0,
652.0,312.0,69973.0,form wizard support input,50539.0,please add input type,relates,1.0,
722.0,226.0,78488.0,hey therernrnis solution,5341.0,user simple redactor dont know,relates,1.0,
1498.0,8862.0,5712.0,updatefeature used updating r,30470.0,featureimprovementrnrnafter installe,independent,0.0,
547.0,1739.0,1677.0,retrieve one single object repositor,2603.0,base repository provide magic,relates,1.0,
1264.0,1402.0,17678.0,move ui element around ui,17866.0,backend search shortcut frame nee,relates,1.0,
1538.0,253.0,67150.0,hirnrnit would nice one edit th,38060.0,prern rn webkitboxsizing border,independent,0.0,
546.0,135.0,84584.0,setting influencing page rendering b,22564.0,previewing grouplimited content work,relates,1.0,
643.0,6739.0,40418.0,moment session flushed w,19698.0,searching update installedloaded,independent,0.0,
769.0,1060.0,25338.0,bug entry serf umbrella sched,25341.0,according recent discussion dmitry su,relates,1.0,
687.0,681.0,62353.0,refactor module menu based navbar,2555.0,hellornrnit would great user,independent,0.0,
2311.0,1027.0,57417.0,introduced new responsive image whe,27391.0,would need allow uploading one,relates,1.0,
424.0,725.0,3291.0,need concept cacheable viewhelpers,43457.0,idea add new argument render viewh,relates,1.0,
1451.0,5005.0,42352.0,actually possible display multipl,25580.0,would handy code completion,independent,0.0,
1940.0,8512.0,53194.0,content fallback mode canonica,78222.0,would also possible deinstall,independent,0.0,
795.0,129.0,89381.0,vimeo allows omit cooky adding get p,84843.0,ask user consent loading youtube,relates,1.0,
2047.0,3249.0,14005.0,would easy nice add explanati,72801.0,feature requestrnrnthis feature reques,independent,0.0,
1220.0,3714.0,18563.0,offer way allow parame,15404.0,cant properly styled backgroundima,independent,0.0,
690.0,3783.0,19000.0,would allow extension notably dam,48314.0,hellornrnplease show icon column,independent,0.0,
896.0,7592.0,8984.0,add context sensitive help record,27108.0,see accordant clearcache possibilitites,independent,0.0,
292.0,421.0,63391.0,would usefull form object,61308.0,extension tx form allow using p,relates,1.0,
638.0,346.0,67578.0,add descriptionfield beusers like,59570.0,descriptionfield would possible,relates,1.0,
677.0,151.0,83673.0,known good multilanguage supp,84133.0,variant allow change property f,relates,1.0,
539.0,1465.0,18239.0,patchrequest contains function,16786.0,plugins enabled let,relates,1.0,
475.0,486.0,20580.0,short id like stream contentrnrndesc,5087.0,layout list extended marker,independent,0.0,
1376.0,1521.0,15536.0,option column property added,18308.0,following would make life easier autho,relates,1.0,
658.0,6314.0,23889.0,one part current typoscript tuning proc,671.0,new section kickstarter creates cla,independent,0.0,
691.0,904.0,36955.0,idea add filter option,33493.0,due var dump drawback sometimes th,relates,1.0,
1781.0,729.0,36229.0,performance best practice google sugge,4614.0,hello steffenrnrnit would great th,independent,0.0,
1950.0,6351.0,88734.0,mn relation defaultorderings,61311.0,hallo christianrnrnentwickelst du diese e,independent,0.0,
1811.0,4916.0,41899.0,setting manual canonical tag news e,68316.0,click create new record iconplus,independent,0.0,
123.0,4933.0,11262.0,often happens several extension gener,10484.0,added warning level selector flexfo,independent,0.0,
2623.0,1345.0,25895.0,currently removeformat doesnt strip,54717.0,useful get relation chat,independent,0.0,
