Unnamed: 0,id1,req1,id2,req2,Type of dependency,Label
2815,3061,hi \r\nplease modify the regex to match the wi,5640,hi \r\n\r\ni think it would be cool if we coul,independent,0
22773,3537,we hope the project members can be watched,4089,m running redmine since month my current,independent,0
15117,32317,from the issue filter the issue actually sh,14385,when adding spent time redmine accepts format,independent,0
38648,6228,hi the idea is in the case of \r\n\r\n projec,18720,hi \r\n\r\ni noticed that non logged in user,independent,0
19991,3522,we just changed from trac and bugzilla to redm,28638,need an issue statuses filter on reminder ta,independent,0
3128,23458,hi \r\n\r\ni wanna use the rest api for ou,3039,if your profile is set to mail me on all my,independent,0
4086,2618,when updating ticket user is presented wi,12005,ability to hide field\r\n\r\nrelated to,relates,1
39522,8298,where can find the sql query that is used to,6212,writing text/link pair every time is too much,independent,0
13493,4465,found this issue in version,27307,have an issue with assigning issues to dif,independent,0
224,17907,redmine is good for project management but no,29164,the function of redmine is flexible and it ca,relates,1
4735,5702,hello \r\n\r\nit would be great to add the aba,1113,it would be great feature for corporate wide,relates,1
12774,27380,request that the setting for whether an issue,3595,it would be great if redmine could provide evi,independent,0
560,30492,redmine uses imagemagick via rmagick to genera,22995,currently image thumbnails are created using,relates,1
18323,28126,it should be possible to get the list of allow,20457,hi \r\n\r\ni ve been using redmine with ldap,independent,0
2307,5275,since we have subtasks now it would be bett,7907,hello \r\n\r\nwe have setup issues and child,relates,1
2200,8228,please add the possibility of using saved cust,662,every user has different priorities on what ti,relates,1
428,11757,adding support for the hdpi screens that are,24927,in addition to this patch implements,relates,1
12340,556,on more complex projects it is necessary to,9417,now issues have start and due dates projec,independent,0
2593,17288,this request is to implement with existing fu,6945,lot of issues have generic responses such as,relates,1
416,25043,it would be nice to have possibility to define,21149,hi \r\ni hope that this feature is not too com,relates,1
9067,7034,please insert multilanguage top menu caption,25647,requesting that the max character length for,independent,0
5710,1430,want method to stop/run email notification,16103,would like to encrypt some issues in fact,independent,0
183,26465,inspired by thought that it would,29489,the attached patch adds an issue macro,relates,1
321,32781,hi everybody \r\nif clearly understood foll,26791,with this patch series we are introducing the,relates,1
49136,12258,hi there \r\n\r\ni encountered little featur,6481,we would like to see an admin option to force,independent,0
3195,14162,the ability to hide standard fields from certa,5037,it would be nice to define some kind of view,relates,1
3551,4015,allow some application settings eg theme to,2563,while all the other parameters in the main set,relates,1
38762,18909,have problem accessing the timelog date,19004,propose that feature be implemented for allowi,independent,0
5194,973,hey \r\n\r\ncurrently it seems the statuses an,285,what about adding rbac to trackers one of th,relates,1
19350,5537,links within wiki are one of the most fundam,14322,sometimes an excel/spreadsheet export of ticke,independent,0
8681,13767,hi \r\n\r\nmy department hosts projects for,19937,hello \r\n\r\n\r\nit would be really great if,independent,0
3170,5112,the current text formatting setting is global,8095,it would be good to let the text formatting be,relates,1
8717,11074,currently the calendar is limited to only show,3684,hi \r\n\r\ni fell in love with cucumber recent,independent,0
1801,10352,when g entering an issue comment with the,8579,it would be nice to upload multiple files via,relates,1
39810,7492,aws recently introduced simple email service,5804,mon premier projet\r\n\r\n je traite ma,independent,0
15834,10353,because of the big number of values that lis,4500,it would be very useful to have the functional,independent,0
2328,18034,hi\r\n\r\ncould custom related issue types be,7849,in different projects am using redmine with,relates,1
35670,32706,hello \r\n\r\nwhen send email containing,2522,like on load focus on forms like the new is,independent,0
29744,32489,maybe it can be done already and just could,12657,it would be great to know how often an entity,independent,0
74,31989,the attached patch adds support for inline iss,33820,think it would be useful to use the function,relates,1
3965,4815,it would be nice to have more options when fil,2942,when filtering tickets text fields mean,relates,1
1348,11203,should be nice to have rest api for repository,13070,use init script that initialize my new proje,relates,1
5008,572,because we have really long list of projects,32302,think it will be useful to allow users to fi,relates,1
20921,978,as projects are wastly different there shoul,523,you can see list of commited files when look,independent,0
2866,5991,currently you re not able to set different def,5816,is it possible to set the initial status es,relates,1
949,7506,m trying to implement createtimeissue meth,2848,go to /time entries/report and filter by proje,independent,0
3025,19101,now we can see pager at the footer so we ha,9957,in the issue creation you can have bug featu,independent,0
3455,4298,when developing plugins often need persiste,6631,\r\nit would be nice to be able to assign perm,relates,1
41977,17584,m using redmine and can any one please,12868,when change the status to solved it would,independent,0
3675,2467,for tracker \r\nuser and only can raise,3726,wonder if its possible to add restriction,relates,1
1598,12005,ability to hide field\r\n\r\nrelated to,11853,congratulations for the version the optio,relates,1
2226,7643,currently on report you can click checkb,5729,currently it only seems to show child issues,independent,0
