req1,req2,id1,id2,Label
now double value can only be evaluated with,hi \r\n\r\nit would be nice if there would be,14850,15081,0
perhaps we should start with an example before,website should be made to deliver the best,17638,71694,1
should check somehow if mod rewrite is,add fallback for servers without mod rewrite /,1235,87,1
not bug but very simple feature request wi,hi \r\n\r\nplease add the serbian flag in the,,,0
curl allows \r\ncurlopt proxytype \teither cur,in some cases it may be necessary to have an,28258,28839,1
currently fluid throws nice exception when,currently the resolution of view class and,40857,42176,1
in addition to bug report it would be,d like to have the possibility to store inli,,,0
in the backend forms the fieldnames are displ,currently it is really hard to get to the actu,,,0
suggestion for don know if som,not sure if in the right category and ther,,,0
in order to allow custom specifics for website,add option to exclude pages from speaking ur,,,0
introduce new language menu processor which,the hmenu should be extended to support the au,,,0
so im using now for few months and int,hi \r\n\r\nthe current system to browse record,89709,64764,1
the em always shows developer relevant code wa,the extension manger shall not give always an,,,0
it be useful to have way to automatically,would be nice to have data provider for sche,,,0
regarding this tweet,quite often editors request the possibility to,86548,65124,1
sometimes it necessary to include dynamic,it was asked couple of times in mailing lists,,,0
hi \r\n\r\nit would be great if like in the,now that drag drop for content elements in,,,0
hello \r\n\r\ni think there should be some sor,subject says it all,,,0
allow the editor to set the multiple attribu,check if it is possible to upload multiple fil,,,0
related to,creating new file reference in frontend cont,,,0
problem/description\r\n\r\nit would be nic,hi there \r\n\r\ni am missing dopdown field,83285,81991,1
when you want to have page in menu which is,currently page of type shortcut can only,41649,46138,1
in order to cleanly separate between the domai,having framework that supports esi would giv,35243,37212,1
the paste function used in rte give the editor,the attached patch adds an optional paste as,18758,23797,1
motivation \r\ncurrently there is being some,hey guys \r\n\r\ni want to suggest new featu,89582,73665,1
in some cases you might need or want to select,it would be nice to have the checks of the tca,,,0
actually ajax is used for hide/unhide or delet,it would be nice if it were possibleto to sort,78931,92295,1
currently it not possible anymore to change,the confirmation page button button label an,,,0
configuring the title tag is not really flex,the pagerenderer uses htmlspecialchars for the,43658,33491,1
hello \r\n\r\nit would be really nice to have,in boolean viewhelper attributes like the i,40338,33394,0
fal allows files and folders to be restricted,htaccess works for files only it would be bet,,,0
in our network we have proxy server which al,curl allows \r\ncurlopt proxytype \teither cur,,,0
admins should be able to define password pol,hello everyone \r\n\r\nis it possible to integ,80793,78928,1
the base of variant can be different for dif,variants for the site variant were added in,,,0
currently after successful install of,if you install new you ll get no page,,,0
this bug entry serves as an umbrella for sched,often customer databases are filled up with lo,25338,25343,1
implement flash message,provide view helper which allows for handlin,3297,2819,0
think that should have debug toolbar,create toolbar that can be enabled to provid,26986,30890,1
this ticket is similar to my previous,premise like the new interface of,65325,63607,1
it would be nice if could change the delimit,it would be nice if could change the delimit,84517,54075,1
the be configuration module for damlightbox sh,would be cool if there was single media fiel,,,0
routes need an option to be limited to certain,variables are declared only in the get signatu,,,0
m sure you have that in mind but thought,extensions should be published as automati,704,1205,0
after introducing we can,add guzzle as depencency and deprecate,,,0
sometimes it is useful to have look at the,as the checkbox in the admin panel is gone th,,,0
the filelist shows files at once but the,usually file layers like the linux file system,,,0
in order to allow powerful processing for flui,sometimes it is needed or can be very helpful,67658,66907,1
it now possible to resize images using gd,please make use of if available to resiz,14781,20107,0
if you are trying to build link in fluid,fluid parsing exceptions should contain the pa,37765,4704,1
hello there \r\n\r\ni like to address matt,curl allows \r\ncurlopt proxytype \teither cur,,,0
in issue suggested to have svg files,cms introduces usage of svg in icons,77224,77048,1
the gedmo doctrine behavioral extensions depen,doctrine offers the so called lifecycle even,,,0
